"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
3056,"MSEX","Middlesex Water Company","Utilities","Utilities - Regulated Water","USA",1777.35,49.54,102.50,0.14%,38681
3057,"MSFT","Microsoft Corporation","Technology","Software - Infrastructure","USA",2237167.99,32.31,303.68,-0.14%,22547975
3058,"MSGE","Madison Square Garden Entertainment Corp.","Communication Services","Entertainment","USA",2824.24,,82.10,-0.21%,154734
3059,"MSGS","Madison Square Garden Sports Corp.","Communication Services","Entertainment","USA",4219.23,76.88,172.99,0.11%,65899
3060,"MSI","Motorola Solutions, Inc.","Technology","Communication Equipment","USA",38703.89,32.43,232.40,0.59%,480306
3061,"MSM","MSC Industrial Direct Co., Inc.","Industrials","Industrial Distribution","USA",4594.48,18.87,82.25,1.11%,395196
3062,"MSOS","AdvisorShares Pure US Cannabis ETF","Financial","Exchange Traded Fund","USA",,,20.79,1.56%,3746424
3063,"MSP","Datto Holding Corp.","Technology","Software - Application","USA",4320.15,84.37,26.24,0.61%,150998
3064,"MSTB","ETF Series Solutions - LHA Market State Tactical Beta ETF","Financial","Exchange Traded Fund","USA",,,30.28,0.53%,18410
3065,"MSTR","MicroStrategy Incorporated","Technology","Software - Application","USA",5092.69,,472.42,-2.38%,412525
3066,"MT","ArcelorMittal S.A.","Basic Materials","Steel","Luxembourg",32466.36,2.53,34.56,1.50%,4379115
3067,"MTA","Metalla Royalty & Streaming Ltd.","Basic Materials","Other Precious Metals & Mining","Canada",425.25,,7.56,-2.20%,237097
3068,"MTAC","MedTech Acquisition Corporation","Financial","Shell Companies","USA",306.54,64.05,9.80,0.10%,21339
3069,"MTB","M&T Bank Corporation","Financial","Banks - Regional","USA",23662.17,13.31,183.57,2.16%,882483
3070,"MTCH","Match Group, Inc.","Communication Services","Internet Content & Information","USA",28232.22,128.44,106.73,-0.31%,2419664
3071,"MTD","Mettler-Toledo International Inc.","Healthcare","Diagnostics & Research","USA",31211.01,42.30,1388.39,0.64%,72552
3072,"MTDR","Matador Resources Company","Energy","Oil & Gas E&P","USA",6639.92,11.52,56.39,2.62%,1960199
3073,"MTG","MGIC Investment Corporation","Financial","Insurance - Specialty","USA",4446.08,7.71,14.28,1.56%,3888124
3074,"MTH","Meritage Homes Corporation","Consumer Cyclical","Residential Construction","USA",3014.81,4.30,82.87,-2.35%,356041
3075,"MTLS","Materialise NV","Technology","Software - Application","Belgium",1090.76,75.80,18.95,-4.63%,192471
3076,"MTN","Vail Resorts, Inc.","Consumer Cyclical","Resorts & Casinos","USA",10355.69,49.18,258.44,-0.07%,407531
3077,"MTOR","Meritor, Inc.","Consumer Cyclical","Auto Parts","USA",2521.56,11.56,35.53,0.25%,806321
3078,"MTRN","Materion Corporation","Basic Materials","Other Industrial Metals & Mining","USA",1778.26,24.36,85.37,0.57%,55396
3079,"MTRX","Matrix Service Company","Energy","Oil & Gas Equipment & Services","USA",234.62,,8.61,2.14%,211514
3080,"MTSI","MACOM Technology Solutions Holdings, Inc.","Technology","Semiconductors","USA",4200.01,23.83,62.25,1.09%,398694
3081,"MTTR","Matterport, Inc.","Technology","Software - Application","USA",1841.00,,7.66,-6.59%,7953207
3082,"MTUM","iShares Trust - iShares MSCI USA Momentum Factor ETF","Financial","Exchange Traded Fund","USA",,,168.19,-0.04%,628843
3083,"MTVC","Motive Capital Corp II","Financial","Shell Companies","USA",,,9.89,0.10%,2103
3084,"MTW","The Manitowoc Company, Inc.","Industrials","Farm & Heavy Construction Machinery","USA",551.74,51.38,15.67,-1.82%,175882
3085,"MTX","Minerals Technologies Inc.","Basic Materials","Chemicals","USA",2206.44,13.62,66.16,0.99%,80676
3086,"MTZ","MasTec, Inc.","Industrials","Engineering & Construction","USA",6596.79,19.71,87.63,0.82%,309553
3087,"MU","Micron Technology, Inc.","Technology","Semiconductors","USA",88677.08,12.08,78.10,-0.14%,22256190
3088,"MUA","BlackRock MuniAssets Fund, Inc.","Financial","Closed-End Fund - Debt","USA",477.44,4.99,12.49,-1.23%,99714
3089,"MUB","iShares Trust - iShares National Muni Bond ETF","Financial","Exchange Traded Fund","USA",,,109.35,-0.44%,5151223
3090,"MUC","BlackRock MuniHoldings California Quality Fund, Inc.","Financial","Closed-End Fund - Debt","USA",532.31,14.93,12.97,-0.13%,158352
3091,"MUDS","Mudrick Capital Acquisition Corporation II","Financial","Shell Companies","USA",396.09,,10.02,0.10%,21821
3092,"MUFG","Mitsubishi UFJ Financial Group, Inc.","Financial","Banks - Diversified","Japan",88100.41,8.19,6.66,0.76%,3323971
3093,"MUI","BlackRock Municipal Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",497.85,17.02,13.00,-0.23%,105690
3094,"MUJ","BlackRock MuniHoldings New Jersey Quality Fund, Inc.","Financial","Closed-End Fund - Debt","USA",393.54,10.86,13.08,-2.24%,178368
3095,"MUNI","PIMCO Intermediate Municipal Bond Active ETF","Financial","Exchange Traded Fund","USA",,,53.13,-0.02%,813512
3096,"MUR","Murphy Oil Corporation","Energy","Oil & Gas E&P","USA",6613.17,,43.15,3.83%,1428763
3097,"MUSA","Murphy USA Inc.","Consumer Cyclical","Specialty Retail","USA",4778.64,12.97,194.57,2.34%,170600
3098,"MUST","Columbia Multi-Sector Municipal Income ETF","Financial","Exchange Traded Fund","USA",,,21.01,-0.19%,57071
3099,"MVF","BlackRock MuniVest Fund, Inc.","Financial","Asset Management","USA",522.58,9.16,8.06,-0.74%,157535
3100,"MVO","MV Oil Trust","Energy","Oil & Gas E&P","USA",142.97,17.09,12.22,0.00%,82287
3101,"MVST","Microvast Holdings, Inc.","Industrials","Electrical Equipment & Parts","USA",2145.55,,7.21,-7.09%,1041625
3102,"MWA","Mueller Water Products, Inc.","Industrials","Specialty Industrial Machinery","USA",1932.79,27.76,12.74,0.47%,592139
3103,"MX","Magnachip Semiconductor Corporation","Technology","Semiconductors","Luxembourg",785.74,16.60,17.25,-1.26%,159980
3104,"MXC","Mexco Energy Corporation","Energy","Oil & Gas E&P","USA",39.92,17.20,18.23,-3.54%,221607
3105,"MXCT","MaxCyte, Inc.","Healthcare","Diagnostics & Research","USA",715.09,,7.12,-6.93%,914209
3106,"MXI","iShares Global Materials ETF","Financial","Exchange Traded Fund","USA",,,94.54,0.69%,53058
3107,"MXL","MaxLinear, Inc.","Technology","Semiconductors","USA",4771.64,122.08,63.36,0.49%,487969
3108,"MYD","BlackRock MuniYield Fund, Inc.","Financial","Closed-End Fund - Debt","USA",575.70,4.81,12.27,-1.21%,168718
3109,"MYE","Myers Industries, Inc.","Consumer Cyclical","Packaging & Containers","USA",751.11,22.64,20.87,0.58%,109224
3110,"MYGN","Myriad Genetics, Inc.","Healthcare","Diagnostics & Research","USA",1966.38,,25.34,0.08%,343030
3111,"MYI","BlackRock MuniYield Quality Fund III, Inc.","Financial","Closed-End Fund - Debt","USA",842.34,10.19,12.36,-0.08%,256635
3112,"MYN","BlackRock MuniYield New York Quality Fund, Inc.","Financial","Closed-End Fund - Debt","USA",475.83,14.68,12.02,-0.33%,67449
3113,"MYNZ","Mainz Biomed B.V.","Healthcare","Diagnostics & Research","Germany",170.50,,14.56,-2.87%,38560
3114,"MYOV","Myovant Sciences Ltd.","Healthcare","Biotechnology","United Kingdom",1235.60,,13.65,-5.01%,395537
3115,"MYRG","MYR Group Inc.","Industrials","Engineering & Construction","USA",1689.28,20.13,99.78,0.15%,57984
3116,"MYTE","MYT Netherlands Parent B.V.","Consumer Cyclical","Luxury Goods","Germany",969.65,,11.03,-0.81%,196704
3117,"NAAC","North Atlantic Acquisition Corporation","Financial","Shell Companies","USA",466.30,44.37,9.85,0.00%,7343
3118,"NABL","N-able, Inc.","Technology","Information Technology Services","USA",1636.62,,9.27,-4.83%,297311
3119,"NAC","Nuveen California Quality Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",1871.42,15.54,12.93,-0.46%,314731
3120,"NAD","Nuveen Quality Municipal Income Fund","Financial","Asset Management","USA",3067.97,13.36,13.24,-0.97%,853547
3121,"NAIL","Direxion Daily Homebuilders & Supplies Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,45.28,-4.53%,783194
3122,"NAN","Nuveen New York Quality Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",380.71,11.89,12.34,-1.04%,78167
3123,"NANR","SPDR S&P North American Natural Resources ETF","Financial","Exchange Traded Fund","USA",,,59.64,1.79%,65432
3124,"NAPA","The Duckhorn Portfolio, Inc.","Consumer Defensive","Beverages - Wineries & Distilleries","USA",1990.84,35.65,17.36,-2.25%,155207
3125,"NARI","Inari Medical, Inc.","Healthcare","Medical Devices","USA",4512.86,503.01,87.02,0.01%,339996
3126,"NATI","National Instruments Corporation","Technology","Software - Application","USA",5207.09,60.45,40.56,0.87%,208614
3127,"NATR","Nature's Sunshine Products, Inc.","Consumer Defensive","Household & Personal Products","USA",342.70,12.19,17.23,1.00%,39524
3128,"NAVI","Navient Corporation","Financial","Credit Services","USA",2600.31,4.29,17.24,1.00%,2775382
3129,"NBB","Nuveen Taxable Municipal Income Fund","Financial","Asset Management","USA",543.11,,19.07,-0.63%,71240
3130,"NBHC","National Bank Holdings Corporation","Financial","Banks - Regional","USA",1254.54,13.89,41.79,1.88%,87745
3131,"NBIX","Neurocrine Biosciences, Inc.","Healthcare","Biotechnology","USA",8978.38,102.65,93.72,-0.35%,404566
3132,"NBR","Nabors Industries Ltd.","Energy","Oil & Gas Drilling","Bermuda",1313.51,,160.38,3.24%,150610
3133,"NBTB","NBT Bancorp Inc.","Financial","Banks - Regional","USA",1642.65,10.54,37.35,1.55%,156583
3134,"NCA","Nuveen California Municipal Value Fund","Financial","Closed-End Fund - Debt","USA",301.95,23.57,9.12,-2.56%,119188
3135,"NCBS","Nicolet Bankshares, Inc.","Financial","Banks - Regional","USA",1284.08,17.35,95.40,2.01%,28202
3136,"NCLH","Norwegian Cruise Line Holdings Ltd.","Consumer Cyclical","Travel Services","USA",8195.83,,19.86,0.56%,19469729
3137,"NCNO","nCino, Inc.","Technology","Software - Application","USA",4781.98,,44.75,-2.27%,513096
3138,"NCR","NCR Corporation","Technology","Information Technology Services","USA",5516.59,73.41,41.55,1.05%,814772
3139,"NDAC","NightDragon Acquisition Corp.","Financial","Shell Companies","USA",430.95,,9.75,-0.10%,3196
3140,"NDAQ","Nasdaq, Inc.","Financial","Financial Data & Stock Exchanges","USA",28314.73,24.86,175.28,0.37%,463644
3141,"NDLS","Noodles & Company","Consumer Cyclical","Restaurants","USA",271.96,76.10,5.86,-2.50%,239147
3142,"NDSN","Nordson Corporation","Industrials","Specialty Industrial Machinery","USA",12923.14,26.87,227.40,0.14%,164191
3143,"NE","Noble Corporation","Energy","Oil & Gas Drilling","USA",2229.92,6.05,36.55,6.59%,694855
3144,"NEA","Nuveen AMT-Free Quality Municipal Income Fund","Financial","Asset Management","USA",3869.54,6.28,12.94,-1.07%,1203915
3145,"NEAR","iShares U.S. ETF Trust - BlackRock Short Maturity Bond ETF","Financial","Exchange Traded Fund","USA",,,49.53,-0.03%,387672
3146,"NEE","NextEra Energy, Inc.","Utilities","Utilities - Regulated Electric","USA",165392.86,46.35,83.94,0.29%,5480520
3147,"NEGG","Newegg Commerce, Inc.","Consumer Cyclical","Internet Retail","USA",1826.79,25.54,5.16,-3.73%,370940
3148,"NEM","Newmont Corporation","Basic Materials","Gold","USA",62021.54,57.17,78.95,0.92%,3739172
3149,"NEO","NeoGenomics, Inc.","Healthcare","Diagnostics & Research","USA",2006.14,,17.59,-1.40%,1075002
3150,"NEOG","Neogen Corporation","Healthcare","Diagnostics & Research","USA",3339.87,59.17,31.24,0.64%,506611
3151,"NEON","Neonode Inc.","Technology","Electronic Components","Sweden",60.41,,5.15,-3.92%,37035
3152,"NEP","NextEra Energy Partners, LP","Utilities","Utilities - Renewable","USA",6818.73,44.94,81.34,0.42%,241524
3153,"NESR","National Energy Services Reunited Corp.","Energy","Oil & Gas Equipment & Services","USA",816.46,21.90,8.98,2.05%,193019
3154,"NET","Cloudflare, Inc.","Technology","Software - Infrastructure","USA",37523.14,,119.63,-2.26%,5146292
3155,"NETI","Eneti Inc.","Industrials","Marine Shipping","Monaco",251.47,4.37,6.29,-0.79%,439463
3156,"NEV","Nuveen Enhanced Municipal Value Fund","Financial","Asset Management","USA",320.20,,12.83,-0.62%,84684
3157,"NEWR","New Relic, Inc.","Technology","Software - Infrastructure","USA",4344.04,,67.58,-0.16%,381759
3158,"NEWT","Newtek Business Services Corp.","Financial","Asset Management","USA",700.14,7.35,27.19,1.27%,100949
3159,"NEX","NexTier Oilfield Solutions Inc.","Energy","Oil & Gas Equipment & Services","USA",2354.34,,9.47,0.32%,2605754
3160,"NEXA","Nexa Resources S.A.","Basic Materials","Other Industrial Metals & Mining","Luxembourg",1302.66,7.49,9.21,0.11%,82073
3161,"NEXT","NextDecade Corporation","Energy","Oil & Gas E&P","USA",811.73,,6.36,32.22%,17210190
3162,"NFBK","Northfield Bancorp, Inc. (Staten Island, NY)","Financial","Banks - Regional","USA",738.84,10.28,14.89,1.22%,82380
3163,"NFE","New Fortress Energy Inc.","Utilities","Utilities - Regulated Gas","USA",7738.48,96.78,38.13,6.24%,1855000
3164,"NFG","National Fuel Gas Company","Energy","Oil & Gas Integrated","USA",6316.45,15.06,68.59,4.69%,585877
3165,"NFGC","New Found Gold Corp.","Basic Materials","Gold","Canada",1029.48,,6.27,1.29%,175467
3166,"NFJ","Virtus Dividend, Interest & Premium Strategy Fund","Financial","Closed-End Fund - Equity","USA",1355.66,3.40,14.30,0.99%,433558
3167,"NFLX","Netflix, Inc.","Communication Services","Entertainment","USA",161963.04,35.01,373.85,-0.50%,3573275
3168,"NFRA","FlexShares STOXX Global Broad Infrastructure Index Fund","Financial","Exchange Traded Fund","USA",,,57.18,0.86%,55998
3169,"NG","NovaGold Resources Inc.","Basic Materials","Gold","Canada",2589.83,,7.72,-0.26%,1080845
3170,"NGG","National Grid plc","Utilities","Utilities - Diversified","United Kingdom",54496.70,28.66,74.89,1.07%,196897
3171,"NGM","NGM Biopharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1174.95,,15.91,-2.27%,71323
3172,"NGMS","NeoGames S.A.","Communication Services","Electronic Gaming & Multimedia","Israel",362.08,84.62,14.30,-0.35%,171036
3173,"NGVC","Natural Grocers by Vitamin Cottage, Inc.","Consumer Defensive","Grocery Stores","USA",437.85,16.52,18.80,-0.05%,67759
3174,"NGVT","Ingevity Corporation","Basic Materials","Specialty Chemicals","USA",2525.60,22.24,65.16,-0.06%,130982
3175,"NHI","National Health Investors, Inc.","Real Estate","REIT - Healthcare Facilities","USA",2720.11,23.93,58.56,0.95%,160992
3176,"NI","NiSource Inc.","Utilities","Utilities - Regulated Gas","USA",12644.71,23.94,31.14,1.96%,3925808
3177,"NICE","NICE Ltd.","Technology","Software - Application","Israel",12958.47,73.31,217.57,-0.49%,134913
3178,"NID","Nuveen Intermediate Duration Municipal Term Fund","Financial","Asset Management","USA",637.50,8.37,13.59,-0.37%,88736
3179,"NIE","AllianzGI Equity & Convertible Income Fund","Financial","Asset Management","USA",754.52,,27.23,1.83%,389891
3180,"NIO","NIO Inc.","Consumer Cyclical","Auto Manufacturers","China",27730.85,,19.91,-9.42%,106688672
3181,"NIU","Niu Technologies","Consumer Cyclical","Auto Manufacturers","China",653.01,24.82,9.83,-2.96%,285590
3182,"NJR","New Jersey Resources Corporation","Utilities","Utilities - Regulated Gas","USA",4375.84,29.69,45.52,2.85%,309761
3183,"NKE","NIKE, Inc.","Consumer Cyclical","Footwear & Accessories","USA",205249.55,35.06,133.70,1.23%,6284905
3184,"NKLA","Nikola Corporation","Consumer Cyclical","Auto Manufacturers","USA",4101.53,,10.11,4.66%,18603923
3185,"NKTR","Nektar Therapeutics","Healthcare","Biotechnology","USA",1035.71,,5.62,-4.26%,2203243
3186,"NKTX","Nkarta, Inc.","Healthcare","Biotechnology","USA",360.36,,11.48,-3.20%,159774
3187,"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","Financial","Asset Management","USA",632.02,15.38,13.30,0.00%,129924
3188,"NLOK","NortonLifeLock Inc.","Technology","Software - Infrastructure","USA",15560.35,18.08,28.29,0.82%,3626412
3189,"NLSN","Nielsen Holdings plc","Industrials","Consulting Services","USA",7839.00,14.58,22.28,-0.31%,11619633
3190,"NLY","Annaly Capital Management, Inc.","Real Estate","REIT - Mortgage","USA",10411.29,4.54,7.27,0.83%,25877568
3191,"NMCO","Nuveen Municipal Credit Opportunities Fund","Financial","Closed-End Fund - Debt","USA",,,13.30,-0.75%,105571
3192,"NMFC","New Mountain Finance Corporation","Financial","Asset Management","USA",1326.66,6.59,13.69,0.37%,259607
3193,"NMG","Nouveau Monde Graphite Inc.","Basic Materials","Other Industrial Metals & Mining","Canada",360.12,,6.58,-4.36%,63216
3194,"NMIH","NMI Holdings, Inc.","Financial","Insurance - Property & Casualty","USA",1845.27,8.12,21.62,1.22%,469049
3195,"NML","Neuberger Berman MLP and Energy Income Fund Inc.","Financial","Asset Management","USA",359.22,,6.34,2.42%,184457
3196,"NMM","Navios Maritime Partners L.P.","Industrials","Marine Shipping","Monaco",1019.54,1.77,33.34,0.03%,172700
3197,"NMRK","Newmark Group, Inc.","Real Estate","Real Estate Services","USA",3028.36,4.19,15.55,0.00%,737283
3198,"NMZ","Nuveen Municipal High Income Opportunity Fund","Financial","Asset Management","USA",1272.27,4.53,13.00,-0.76%,503686
3199,"NN","NextNav Inc.","Communication Services","Internet Content & Information","USA",911.66,,7.87,0.90%,93068
3200,"NNI","Nelnet, Inc.","Financial","Credit Services","USA",3213.95,8.51,85.50,0.77%,68352
3201,"NNN","National Retail Properties, Inc.","Real Estate","REIT - Retail","USA",7680.66,29.32,44.19,1.54%,762307
3202,"NNOX","Nano-X Imaging Ltd.","Healthcare","Medical Devices","Israel",466.15,,9.26,-4.14%,361765
3203,"NOAC","Natural Order Acquisition Corp.","Financial","Shell Companies","USA",283.10,,9.84,-0.10%,6593
3204,"NOAH","Noah Holdings Limited","Financial","Asset Management","China",1477.34,7.61,25.41,-2.01%,281159
3205,"NOBL","ProShares S&P 500 Dividend Aristocrats ETF","Financial","Exchange Traded Fund","USA",,,94.92,0.98%,672432
3206,"NOC","Northrop Grumman Corporation","Industrials","Aerospace & Defense","USA",71663.93,10.51,458.18,0.79%,479926
3207,"NOG","Northern Oil and Gas, Inc.","Energy","Oil & Gas E&P","USA",2160.90,,29.36,5.65%,1249276
3208,"NOK","Nokia Oyj","Technology","Communication Equipment","Finland",30564.37,16.99,5.37,0.56%,18599782
3209,"NOMD","Nomad Foods Limited","Consumer Defensive","Packaged Foods","United Kingdom",3688.08,18.82,21.23,1.87%,717171
3210,"NOTV","Inotiv, Inc.","Healthcare","Diagnostics & Research","USA",571.78,,22.78,0.00%,127191
3211,"NOV","NOV Inc.","Energy","Oil & Gas Equipment & Services","USA",7845.74,,19.95,2.10%,3069981
3212,"NOVA","Sunnova Energy International Inc.","Technology","Solar","USA",2811.99,,24.76,-3.73%,1582881
3213,"NOVT","Novanta Inc.","Technology","Scientific & Technical Instruments","USA",4959.41,101.96,143.46,-1.23%,137218
3214,"NOW","ServiceNow, Inc.","Technology","Software - Application","USA",109817.49,495.48,561.87,-3.31%,1357070
3215,"NP","Neenah, Inc.","Basic Materials","Paper & Paper Products","USA",619.77,,38.21,0.66%,84166
